,Year,Month,Day,Hour,Minute,Temperature.daily.mean..2.m.above.gnd.,Relative.Humidity.daily.mean..2.m.above.gnd.,Mean.Sea.Level.Pressure.daily.mean..MSL.,Total.Precipitation.daily.sum..sfc.,Snowfall.amount.raw.daily.sum..sfc.,Total.Cloud.Cover.daily.mean..sfc.,High.Cloud.Cover.daily.mean..high.cld.lay.,Medium.Cloud.Cover.daily.mean..mid.cld.lay.,Low.Cloud.Cover.daily.mean..low.cld.lay.,Sunshine.Duration.daily.sum..sfc.,Shortwave.Radiation.daily.sum..sfc.,Wind.Speed.daily.mean..10.m.above.gnd.,Wind.Direction.daily.mean..10.m.above.gnd.,Wind.Speed.daily.mean..80.m.above.gnd.,Wind.Direction.daily.mean..80.m.above.gnd.,Wind.Speed.daily.mean..900.mb.,Wind.Direction.daily.mean..900.mb.,Wind.Gust.daily.mean..sfc.,Temperature.daily.max..2.m.above.gnd.,Temperature.daily.min..2.m.above.gnd.,Relative.Humidity.daily.max..2.m.above.gnd.,Relative.Humidity.daily.min..2.m.above.gnd.,Mean.Sea.Level.Pressure.daily.max..MSL.,Mean.Sea.Level.Pressure.daily.min..MSL.,Total.Cloud.Cover.daily.max..sfc.,Total.Cloud.Cover.daily.min..sfc.,High.Cloud.Cover.daily.max..high.cld.lay.,High.Cloud.Cover.daily.min..high.cld.lay.,Medium.Cloud.Cover.daily.max..mid.cld.lay.,Medium.Cloud.Cover.daily.min..mid.cld.lay.,Low.Cloud.Cover.daily.max..low.cld.lay.,Low.Cloud.Cover.daily.min..low.cld.lay.,Wind.Speed.daily.max..10.m.above.gnd.,Wind.Speed.daily.min..10.m.above.gnd.,Wind.Speed.daily.max..80.m.above.gnd.,Wind.Speed.daily.min..80.m.above.gnd.,Wind.Speed.daily.max..900.mb.,Wind.Speed.daily.min..900.mb.,Wind.Gust.daily.max..sfc.,Wind.Gust.daily.min..sfc.,pluie.demain
167,2010,11,14,0,0,11.73,72.46,1004.51,0,0,6.52,1.88,1.67,5.96,565.82,2340.7,11.23,154.29,16.28,173.58,45.66,239.24,13.62,19.3,4.87,96,44,1009,1002.7,100,0,17,0,40,0,100,0,21.77,0.8,30.47,5.8,73.11,24.39,43.2,5.04,TRUE
169,2010,11,16,0,0,5.63,92.25,1016.9,9.5,0,100,56.71,72.08,100,0,525.99,12.6,259.2,16.55,264.72,20.26,70.19,22.26,6.59,4.92,96,88,1018.5,1013.6,100,100,100,0,100,0,100,100,21.96,1.8,29.74,2.28,31.72,6.38,39.24,2.16,FALSE
171,2010,11,18,0,0,5.69,83.04,1010.02,0,0,79.12,7.17,54.79,59.38,8.3,1476.51,5.19,185.29,6.62,195.5,21.44,259.33,6.64,9.44,2.9,93,68,1014,1007.1,100,0,69,0,100,0,100,0,13.8,0.72,17.31,1.08,30.93,12.9,17.64,1.08,TRUE
173,2010,11,20,0,0,6.64,73.58,1013.25,0,0,72.7,36.38,67.83,52.79,65.74,1923.29,9.51,105.85,14.82,111.81,16.62,148.07,11.84,10.71,2.37,88,61,1017.1,1008.3,100,0.9,100,3,100,0,100,0,18.21,2.6,27.87,2.81,39.25,6.64,21.96,3.24,FALSE
175,2010,11,22,0,0,3.27,88.08,1001.3,6,0,100,51.42,97.21,83.67,0,719.12,10.17,280.35,13.1,283.03,15.73,292.51,15.64,4.71,1.84,94,79,1003.3,998.8,100,100,100,10,100,46,100,0,16.24,3.32,21.6,5.8,28.79,0.36,31.68,3.96,TRUE
177,2010,11,24,0,0,3.31,80.92,1009.89,4.2,0.42,88.67,2.25,9.88,88.42,38.3,1364.37,21.34,258.73,27.46,259.36,36.47,278.81,36.12,5.34,1.46,91,71,1010.8,1008.5,100,4,12,0,100,0,100,4,25.32,13.78,33.26,20.28,50.05,26.76,46.8,27.72,TRUE
179,2010,11,26,0,0,0.45,86.62,1004.91,4.7,8.82,95.04,0.04,58.46,72.96,32.55,1974.91,28.85,274.61,33.49,277.69,34.58,297.76,36.1,3.3,-1.42,96,75,1007.2,998.8,100,61,1,0,100,0,100,0,38.53,2.81,43.21,4.68,45.22,11.68,48.96,6.12,TRUE
181,2010,11,28,0,0,0.13,83.04,1002.6,0,0,73.71,22.38,58.21,47.29,95.74,1930.41,12.71,191.12,14.78,213.36,17.94,191.67,13.74,2.86,-2.71,92,71,1004.9,1000.5,100,0,100,0,100,0,100,0,24.31,5.77,33.04,6.29,40.03,3.6,30.6,6.12,TRUE
183,2010,11,30,0,0,-2.69,76.75,1009.32,0,0,36.25,0,33.25,3,304.39,2033.65,11.16,98.18,13.72,101.9,29.46,125.92,18.08,3.54,-9.05,89,58,1015.1,1003.1,100,0,0,0,100,0,19,0,18.39,4.58,23.32,3.96,46.08,0.8,33.12,6.12,TRUE
185,2010,12,2,0,0,-2.84,81.17,1007.04,0,0,60.92,4.08,30.29,47.79,250.43,1974.02,18.52,213.79,22.93,215.58,34.18,253,26.64,0.73,-6.24,89,70,1010,1000.3,100,3,20,0,100,0,100,0,42.49,1.53,50.78,1.61,73.84,7.15,66.6,3.96,FALSE
187,2010,12,4,0,0,-1.88,80.17,1019.71,0,0,46.99,10.04,8.62,39.42,379.97,1886.8,9.29,177.24,9.74,182.35,18.32,243.4,12.91,1.1,-4,95,61,1022.1,1015.4,100,0,99,0,100,0,100,0,15.52,2.16,19.52,3.1,28.31,9.83,27.36,1.8,TRUE
189,2010,12,6,0,0,2.61,93.88,999.14,40.3,0,100,91.96,100,100,0,283.91,15.89,101.5,20.81,108.91,17.1,219.84,14.55,3.59,1.74,98,92,1004,996.4,100,100,100,45,100,100,100,100,24.07,3.32,32.21,7.21,33.59,7.99,24.12,0.72,TRUE
191,2010,12,8,0,0,9.39,85.25,1001.32,1.7,0,62.47,19.5,58.21,52.25,84.26,1025.28,13.93,155.08,18.8,168.27,56.17,246.13,25.26,14.46,3.6,97,65,1002.7,999.8,100,0,100,0,100,0,100,0,31.73,2.1,44.23,2.19,94.18,26,73.8,0.72,TRUE
193,2010,12,10,0,0,1.12,83.46,1032.86,1.5,0.35,75.54,1.12,4.46,75.54,2.14,947.85,29.19,258.84,35.43,259.24,34.1,298.62,42.45,3.57,-1.11,92,74,1034.2,1031,100,0,14,0,45,0,100,0,36.67,19.26,41.91,29.3,41.72,21.1,51.48,31.68,FALSE
195,2010,12,12,0,0,2.64,85.25,1018.75,1.2,0,82.38,8.83,6.04,82.38,234.37,1509.44,19.87,266.75,23.54,268.08,27.08,300.68,28.69,4.57,0.95,95,69,1022.1,1016.9,100,10,100,0,100,0,100,10,29.52,13.1,34.58,15.38,45.76,12.23,45,14.76,TRUE
197,2010,12,14,0,0,-2.84,77.62,1025.15,0.2,0.42,74.88,0,18.29,72.88,46.6,1513.89,12.19,207,13.19,213.78,11.85,203.16,14.77,-0.62,-4.94,91,47,1029.5,1022.9,100,0,0,0,100,0,100,0,28.09,1.84,32.07,3.32,21.13,2.31,34.56,3.96,TRUE
199,2010,12,16,0,0,-1.74,76.67,1016.39,0.1,0.35,88.46,41.5,57.29,73.67,151.77,1655.4,24.37,269.19,27.51,269.59,35.28,273.8,32.14,0.24,-3.76,94,55,1023.9,1001.5,100,2,100,0,100,0,100,0,61.63,3.96,72.32,4.68,95.9,9.18,82.8,8.64,TRUE
201,2010,12,18,0,0,-2.31,72.08,1001.86,0.4,0,64.46,0,40.83,56.42,219.26,1501.43,17.43,214.53,23.15,225.88,45.27,247.34,25.75,1.8,-5.93,86,62,1002.8,1000.8,100,0,0,0,100,0,100,0,23.01,5.69,33.59,5.69,79.05,22.1,56.52,13.32,TRUE
203,2010,12,20,0,0,6.71,80.79,1003.23,9.7,0,98.75,4.25,82.25,97.92,0,1021.72,36.67,245.89,47.07,245.45,86.53,251.88,70.02,8.6,4.85,93,71,1005.5,1000.2,100,70,23,0,100,27,100,70,62.98,19.96,74.73,27.09,109.1,73.45,97.92,48.24,TRUE
205,2010,12,22,0,0,6.13,86.42,1000.8,7.4,0,84.92,33.08,59,83.79,159.57,1022.61,14.85,117.11,23.89,120.23,27.99,166.26,20.43,9.93,3.88,93,78,1002.8,998.7,100,2.4,100,5,100,0,100,0,21.12,8.89,31.89,17.17,48.81,10.83,35.64,10.44,FALSE
207,2010,12,24,0,0,1.06,95.25,1000.17,22,13.86,100,44.54,75,100,0,287.47,16.48,308.46,19.52,312.41,20.24,267.03,22.09,4.54,-1.81,96,93,1007.1,995.1,100,100,100,11,100,0,100,100,35.66,3.55,41.5,3.96,28.02,3.08,46.44,5.04,TRUE
209,2010,12,26,0,0,-7.1,84.83,1028.72,0,0,39.75,3,11.88,35.75,498.43,1789.79,7.32,192.19,8.16,193.58,14.11,81.21,8.19,-4,-10.2,94,60,1030.7,1025.6,100,0,31,0,100,0,100,0,11.3,4.68,16.78,4.61,23.84,1.8,16.92,3.96,FALSE
211,2010,12,28,0,0,-0.11,92.38,1021.37,1,0,100,27.62,75.33,94.12,0,993.24,10.8,113.43,14.32,121.57,30.08,259.43,8.94,2.27,-3.9,100,78,1022.3,1020.4,100,100,100,0,100,0,100,0,15.28,6.13,24.99,3.98,46.54,2.55,12.6,5.04,TRUE
213,2010,12,30,0,0,1.45,90,1022.96,0,0,70.46,9.42,22.29,64.79,328.13,1812.93,7.41,91.74,9.8,133.49,10.45,108.79,9.7,3.46,-0.94,97,79,1024.4,1020.9,100,12,22,0,87,0,100,0,18.25,1.3,22.7,1.14,13.98,6.76,25.2,1.44,FALSE
215,2011,1,1,0,0,0.12,88.75,1022.15,0,0,33.42,0,0,33.42,574.44,1755.97,2.91,201.34,4.17,208.09,10.52,255.26,3.45,3.18,-1.36,97,79,1023.7,1020.2,100,0,0,0,0,0,100,0,6.99,0.36,10.88,0,19.86,1.8,6.48,1.08,TRUE
217,2011,1,3,0,0,-1.9,84.38,1024.12,0,0,41.96,1.04,8.96,33,338.16,1811.15,5.66,121.52,5.6,134.79,18.44,78.95,6.39,2.13,-4.81,99,61,1025.7,1022.4,100,0,21,0,100,0,100,0,13.91,0.36,17.07,1.3,24.25,10.32,16.56,0.72,FALSE
219,2011,1,5,0,0,-0.21,84.92,1013.62,0,0,27.27,13.54,16.38,14.04,557.23,1893.03,11.52,123.28,13.58,131.79,35.42,248.31,10.78,5.5,-4.31,99,71,1016.8,1008.9,100,0,69,0,100,0,100,0,16.27,7.29,22.1,8.43,69.56,16.87,19.44,5.76,TRUE
223,2011,1,9,0,0,8,80.38,1012.72,14.1,0,78.25,64.5,75.42,66.88,0,357.78,12.09,195.89,18.23,210.49,52.59,244.01,27.89,10.5,2.87,97,54,1019.3,1009.3,100,0.9,100,3,100,0,100,0,22.88,4.74,31.88,3.88,81.65,15.94,51.48,6.12,TRUE
225,2011,1,11,0,0,3.86,85.71,1012.9,4.3,0,43.04,9.42,32.12,30.21,140.75,1116.06,12.58,169.89,18.82,175.6,35.98,244.15,19.95,8.14,1.05,96,63,1016.5,1009.5,100,0,44,0,100,0,100,0,28.51,2.9,36.4,1.44,77.35,9.03,57.96,2.16,TRUE
227,2011,1,13,0,0,11.28,78.67,1018.27,8.3,0,98.71,72,93.25,98.71,0,600.75,22.32,252.33,31.4,252.47,70.78,274.27,55.32,13.5,9.37,82,74,1019.3,1017.5,100,69,100,22,100,15,100,69,30.04,9.69,38.68,18.1,79.67,60.51,63.72,43.2,FALSE
231,2011,1,17,0,0,6.56,69.29,1027.32,0,0,9.03,7.92,8.96,0,539.03,2054.12,5.49,133.55,6.86,148.64,32.03,254.69,4.95,9.67,3.69,86,53,1028.7,1026.2,96,0,94,0,96,0,0,0,7.75,1.14,14.69,1.61,59.77,15.7,7.56,0.72,FALSE
233,2011,1,19,0,0,3.59,84.67,1028.88,0.9,0,57.92,0,0,57.92,202.95,1711.47,13.63,307.35,19.35,232.03,22.26,129.71,22.81,6.05,0.21,94,70,1030.2,1026.5,100,0,0,0,0,0,100,0,20.63,2.1,25.99,2.9,38.16,11.75,33.12,3.6,TRUE
237,2011,1,23,0,0,-3.38,82.33,1027.2,0,0,8.5,3.29,5.25,3.96,500.53,2344.26,5.71,269.8,6.74,246.76,31.91,80.52,7.06,1.27,-7.06,99,64,1028.3,1025.6,24,0,15,0,23,0,24,0,10.79,2.6,14.97,2.04,50.1,13.45,14.76,4.32,FALSE
239,2011,1,25,0,0,1.24,79.92,1020,0,0,69,1.71,7.25,69,266.81,2293.53,14.26,254.93,18.28,265.19,23.54,274.05,21.96,4.11,-1.31,100,68,1024.8,1015,100,0,16,0,71,0,100,0,26.07,4.02,32.34,5.69,60.48,2.81,51.48,5.4,TRUE
241,2011,1,27,0,0,1.15,90.29,1012.82,0,0,54.88,7.33,11.12,51.08,234.7,1965.12,7.75,181.2,10.35,142.53,23.66,88.53,11.82,5.79,-1.8,100,71,1015,1009.8,100,0,31,0,94,0,100,0,14.4,1.94,26.64,1.84,36.93,4.1,36.72,3.6,FALSE
243,2011,1,29,0,0,-0.39,84.62,1015.99,0,0,29.29,0,23.54,11.92,407.4,2513.36,6.02,152.24,7.8,179.89,18.99,105.55,9.99,4.24,-3.91,99,63,1018.1,1013.4,100,0,0,0,100,0,100,0,18.43,0,21.48,1.14,30.22,8.4,28.08,1.08,FALSE
245,2011,1,31,0,0,-2.1,84.38,1022.13,0,0,21.25,2.92,4.25,17,508.75,2607.7,4.55,227.56,5.79,213.22,13.74,108.6,5.83,2.38,-6.38,97,69,1024.4,1019.5,100,0,16,0,22,0,100,0,9.34,0,13.91,0.72,21.41,6.84,11.88,0.72,FALSE
247,2011,2,2,0,0,-1.46,67.62,1030.98,0,0,2.12,5.46,1.04,0,572.29,2699.37,3.48,248.03,5.26,268.58,11.98,119.98,5.9,1.9,-5.34,72,64,1033.5,1028.6,21,0,31,0,21,0,0,0,6.29,0.72,12.68,0,18.03,7.1,22.32,0.36,TRUE
251,2011,2,6,0,0,6.42,79.21,1030.68,0,0,23.38,2.96,0,22.5,397.88,2705.6,5.02,148.52,7.18,164.43,31.32,265.2,5.59,10.66,2.5,97,60,1033.1,1027.7,100,0,14,0,0,0,100,0,7.99,1.8,14.56,2.31,44.29,23.89,9,1.8,FALSE
253,2011,2,8,0,0,6.98,73.29,1023.59,0,0,4.19,13.96,0,0,575.4,2950.35,6.08,241.31,7.78,272.69,24.01,219.19,8.49,11.22,2.62,88,54,1025.1,1022.5,7.5,0.3,25,1,0,0,0,0,8.65,2.88,14.71,1.53,40.72,3.89,13.32,5.76,FALSE
255,2011,2,10,0,0,6.76,63.17,1021.58,0,0,11.58,12.71,0.25,8.92,558.52,3068.72,5.22,123.34,6.89,138,28.15,260.2,4.77,11.01,2.49,82,52,1023.5,1019.3,100,0,30,0,6,0,100,0,7.42,1.8,14.93,2.9,39.44,8.4,8.64,1.8,TRUE
257,2011,2,12,0,0,8.63,65.62,1016.9,0,0,36.14,15.04,36.12,0.79,347.07,3086.52,4.58,200.55,5.85,215.65,23.24,264.5,6.26,12.39,5.11,78,57,1019.1,1014.7,100,0,100,0,100,0,10,0,8.59,0,17.08,1.02,35.71,14.93,16.56,0.72,FALSE
259,2011,2,14,0,0,7.64,77.83,1007.73,0,0,52.08,24.42,40.5,25.21,436.89,3196.88,9.52,132.75,16.43,147.82,12.7,221.82,8.8,13.37,2.45,92,56,1009,1005.7,100,3.9,100,1,100,0,100,0,14.24,2.9,29.7,3.67,23.77,2.19,22.32,3.96,TRUE
261,2011,2,16,0,0,6.98,78.08,998.52,0,0,63.57,22.54,62.96,16.25,268.67,3237.82,7.82,207.5,11.65,211.3,11.39,124.41,10.5,10.6,3.36,87,71,1000.4,996.2,100,3.6,99,2,100,2,100,0,11.28,3.32,24.66,5.04,27.34,0,25.2,4.32,FALSE
263,2011,2,18,0,0,3.9,83.96,1011.73,0,0,71.08,2.58,0.67,71.08,262.02,2762.56,4.44,279.57,5.97,296.23,11.5,258.92,5.61,7.76,-0.38,96,68,1015,1006.2,100,10,14,0,10,0,100,10,11.89,0,12.76,0.36,25.58,1.08,14.76,1.08,FALSE
265,2011,2,20,0,0,3.7,88.33,1013.45,11.7,0,99.58,15.17,91.79,98.92,0,937.17,5.56,135.96,8.95,138.01,15.21,227.61,7,4.8,2.41,94,73,1015.1,1011.8,100,90,100,0,100,0,100,74,10.03,1.08,19.17,1.8,28.88,5.62,20.52,1.08,TRUE
267,2011,2,22,0,0,2.42,80.08,1014.91,0,0,75.42,0.58,22.46,74.88,135.39,2929.88,11.62,225.58,13.94,225.91,10.65,136.8,14.67,5.51,-1.4,94,60,1019.8,1012.3,100,5,10,0,100,0,100,5,17.32,4.45,25.28,4.69,24.08,0.51,26.28,4.68,FALSE
271,2011,2,26,0,0,5.69,83.25,1020.62,3.2,0,83.29,44.71,65.21,56,28.31,2542.73,12.44,196.21,17.41,202.53,25.04,186.63,20.43,11.01,1.59,97,60,1027.1,1015.5,100,8,100,0,100,0,100,0,25.41,3.08,32.74,4.74,64.44,4.35,44.28,1.08,TRUE
277,2011,3,4,0,0,3.14,79.38,1027.3,0,0,23.96,0,21.38,2.58,442.76,4165.2,5.36,254.65,7.41,273.93,25.55,93.7,7.2,8.96,-1.25,99,61,1029.2,1025.6,100,0,0,0,100,0,51,0,12.57,0.8,16.74,2.52,35.87,10.81,18.36,2.16,FALSE
279,2011,3,6,0,0,3.34,79.04,1024.38,0,0,46.2,13.21,12.29,45.83,442.46,4011.23,13.88,240.82,16.4,234.6,35.43,87.06,19.39,10.2,-0.9,96,53,1026.8,1022.6,100,0,100,0,100,0,100,0,24.22,3.24,34.29,0.36,51.05,16.07,48.24,7.2,FALSE
281,2011,3,8,0,0,5.48,70.04,1028.33,0,0,17.5,0,0,17.5,596.53,4292.47,9.44,194.94,15.24,194.07,26,261.55,11.38,12.87,-2.16,91,54,1030.3,1025.7,100,0,0,0,0,0,100,0,18,2.19,29.81,2.74,51.09,6.44,38.52,1.8,FALSE
283,2011,3,10,0,0,7.81,83.75,1021.79,0,0,97.46,36.67,46.83,91.58,0,1974.91,13.14,252.73,18.07,261.04,39.69,264.76,24.86,10.77,4.33,97,71,1023.2,1020.3,100,39,100,0,100,0,100,29,22.18,4.68,26.58,6.73,54.76,24.5,34.56,10.44,FALSE
285,2011,3,12,0,0,9.58,69.83,1010.51,0,0,67.46,79.33,66.83,7.46,198.25,4407.28,4.97,109.97,6.77,118.67,8.78,140.41,9.18,16.98,1.39,96,42,1016.1,1004.8,100,5.1,100,1,100,5,56,0,8.16,2.62,8.71,4.32,12.02,3.71,13.68,5.4,FALSE
287,2011,3,14,0,0,12.34,73.58,1012.88,0.3,0,81.84,56.29,76.21,45.92,234.77,4329.85,3.48,140.37,4.94,122.02,5.94,166.84,8.01,17.24,8.4,96,49,1014.9,1009.9,100,4,100,2,100,0,100,0,6.99,0.72,12.02,1.08,20.32,1.02,18,1.44,FALSE
289,2011,3,16,0,0,11.05,80.46,1004.42,1.5,0,53.82,55.38,29.29,41.04,265.61,4243.52,5.82,137.7,7.24,151.29,11.53,149.22,9.33,18.11,3.8,100,58,1008.6,999.7,100,0,100,0,100,0,100,0,7.42,4.02,13.76,2.62,30.5,4.45,17.64,7.56,TRUE
291,2011,3,18,0,0,8.79,83.17,1021.76,1,0,100,27.46,22.25,100,0,2896.95,10.52,273,11.42,279.14,24.07,280.36,15.21,10.87,7.16,97,63,1024.4,1015.9,100,100,100,0,100,0,100,100,13.76,3.62,18.29,3.26,35.28,12.37,18.72,10.8,TRUE
293,2011,3,20,0,0,5.79,67.75,1031.03,0,0,5.83,0.04,1.96,3.88,698.42,5276.81,9.91,60.08,14.11,67.64,36.13,78.62,25.23,12.39,-0.49,97,37,1032.7,1028.9,22,0,1,0,22,0,16,0,19.26,5.5,20.83,5.5,52.58,21.07,29.88,19.08,FALSE
295,2011,3,22,0,0,6.75,67.62,1034.27,0,0,0.06,0.21,0,0,796.97,5323.98,7.54,67.77,10.25,71.31,30.65,82.87,16.32,14.79,-0.48,94,40,1036,1032.3,0.6,0,2,0,0,0,0,0,15.38,3.67,18.78,1.84,61.6,12.25,28.8,6.12,FALSE
297,2011,3,24,0,0,10.87,70.67,1033.18,0,0,9.54,21.04,0,4.38,742.87,5407.64,3.93,83.28,3.94,83.74,13.23,89.86,7.78,18.64,1.98,100,43,1036.9,1029,30,0,40,0,0,0,30,0,6.15,1.44,13.28,1.14,35.37,4.1,24.84,5.4,FALSE
299,2011,3,26,0,0,11.42,63.67,1016.01,0.2,0,34.96,16.17,33.08,31.25,485.88,4695.64,7.89,254.37,13.47,258.93,25.45,281.19,15.2,17.96,2.63,84,42,1019.1,1012.2,100,0,100,0,100,0,100,0,14.47,1.44,20.63,5.15,35.69,8.94,20.88,2.88,TRUE
305,2011,4,1,0,0,15.11,80.88,1024.37,0.1,0,92.62,55.5,49.08,52.5,13.4,3883.07,5.48,210.01,8.12,228.08,28.4,216.35,13.27,18.92,11.74,95,61,1025.9,1021.8,100,19,100,0,100,0,100,0,9.73,0.51,15.78,0.8,66.95,0,25.2,2.52,FALSE
307,2011,4,3,0,0,16.32,69.08,1012.68,0.3,0,33.65,44.5,28.79,22.12,559.51,5408.53,6.26,199.79,9.55,207.53,15.25,251.4,13.43,23.36,6.61,89,45,1014.9,1010.1,100,4.2,100,14,100,0,100,0,11.25,2.9,17.52,3.96,26.37,6.79,24.12,7.2,TRUE
309,2011,4,5,0,0,13.62,61,1026.98,0,0,81.92,41.29,43.79,46.88,246.38,5545.59,3.95,254.92,5.22,265.05,8.11,268.72,5.76,18.35,9.51,78,45,1028.2,1025.6,100,9,100,0,100,0,100,0,5.76,2.04,10.74,1.61,13.32,3.55,8.28,2.52,FALSE
313,2011,4,9,0,0,14.81,72.54,1022,0,0,3.88,1.92,0,3.79,722.05,6233.56,7.49,45.75,9.73,36.93,14.7,57.3,16.02,22.67,6.57,100,50,1024.4,1018.9,31,0,38,0,0,0,31,0,11.72,3.55,16.32,3.6,21.27,9.2,25.92,9,FALSE
317,2011,4,13,0,0,8.16,59.58,1024.85,0,0,26.34,18.88,24.08,5.29,588.42,6277.17,5.23,286.72,6.94,279.06,11.67,306.83,8.49,12.73,2.29,95,36,1028.5,1021.1,100,0,100,0,100,0,10,0,8.44,0.72,9,3.83,18.22,8.09,15.12,2.52,FALSE
321,2011,4,17,0,0,11.68,62.67,1021.52,0,0,2.29,0,0,2.29,762.48,6746.2,6.02,75.96,5.82,77.5,14.57,84.09,9.56,18.22,2.61,100,38,1023.9,1019.2,15,0,0,0,0,0,15,0,12.78,2.31,12.37,2.52,28.08,7.79,14.76,6.12,FALSE
323,2011,4,19,0,0,14.62,59.25,1016.66,0,0,0.46,0,0,0.46,771.61,6767.56,3.9,90.22,3.24,95.63,4.89,68.19,6.67,21.85,4.74,87,35,1019.4,1013.7,2,0,0,0,0,0,2,0,6.38,1.48,4.84,1.02,8.89,1.44,9.36,5.04,FALSE
325,2011,4,21,0,0,15.69,60,1015.87,0,0,16.34,2,16.25,0.42,725.31,6784.47,4.51,111.92,6.34,126.69,6.51,149.21,8.76,23.12,5.76,87,36,1019.2,1012.6,57,0,31,0,57,0,10,0,8.4,1.8,9.35,2.16,12.07,0.8,14.04,3.6,FALSE
327,2011,4,23,0,0,16.17,54.62,1009.82,0,0,59.92,27.96,59.92,26.12,219.47,6072.47,3.48,168.5,5.22,171.2,5.11,168.82,8.37,23.94,4.84,82,34,1011.1,1008.2,100,0,100,0,100,0,100,0,9.61,0,9.22,0,10.24,0,10.8,3.96,TRUE
329,2011,4,25,0,0,17.73,65.25,1015.72,0.5,0,67.54,22.21,31.12,67.54,462.77,5999.49,8.71,113.11,10.84,126.49,21.76,45.41,13.92,23.07,11.72,92,42,1016.9,1013.6,100,1,100,0,100,0,100,1,18,1.02,19.38,3.1,40.9,9.47,27.72,1.08,FALSE
331,2011,4,27,0,0,12.9,71.33,1015.5,0,0,62.5,0,0.17,62.5,262.83,4053.95,5.12,207.21,8.18,85.16,12.65,77.65,9.19,16.35,7.24,96,57,1016.9,1013.7,100,16,0,0,1,0,100,16,8.56,1.02,10.31,5.05,18.79,10.59,12.6,4.32,FALSE
333,2011,4,29,0,0,14.09,74.46,1007.64,1.3,0,53.52,42.17,42,37.71,302.37,3339.28,2.81,246.14,2.86,273.1,5.36,156.89,4.18,16.73,8.65,99,63,1009.8,1006,100,0.3,100,1,100,0,100,0,4.61,0.51,9.47,0,14.51,1.02,7.2,1.8,FALSE
335,2011,5,1,0,0,14.1,72.38,1006.11,0,0,18.13,0.17,7.58,18,693.56,6283.4,7.03,74.13,9.18,75.53,13.26,74.45,10.64,19.91,6.26,100,51,1007.6,1005.2,100,0,4,0,62,0,100,0,14.92,1.44,19.8,1.84,22.01,6.92,21.96,5.04,FALSE
337,2011,5,3,0,0,13.5,73.25,1008.18,2.4,0,89.62,10.29,53.21,85.75,7.02,4293.36,9.94,34.51,12.4,36.64,16.25,49.45,15.43,16.41,11.26,96,50,1014.2,1003.7,100,13,86,0,100,0,100,12,14.97,4.69,15.91,10.04,26.88,10,22.32,11.16,FALSE
339,2011,5,5,0,0,11.5,55.25,1021.34,0,0,0.25,0,0,0.25,942.53,7605.94,8.53,113.69,11.17,104.85,21.62,100.37,10.57,18.33,2.6,86,40,1023.2,1019.7,4,0,0,0,0,0,4,0,15.48,2.9,23.26,0.8,33.54,8.31,19.8,3.6,TRUE
341,2011,5,7,0,0,18.41,57.54,1019.14,0,0,6.23,17.58,2.42,0,872.07,7400.35,10.28,119.21,12.11,129.45,15.99,196.18,10.24,24.69,12.41,84,42,1021.5,1016.2,37,0,89,0,37,0,0,0,16.98,3.6,26.41,0.72,22.67,1.94,18,2.16,FALSE
343,2011,5,9,0,0,18.41,62.46,1021.23,0,0,6.64,11.54,3.75,0,850.84,7624.63,9.31,123.24,14.6,162.81,12.62,131.18,17.73,24.27,11.28,77,47,1023.1,1019.9,36,0,22,0,36,0,0,0,19.02,0.72,34.73,0.36,31.76,0.36,42.12,1.8,TRUE
345,2011,5,11,0,0,19.64,69.04,1022.34,0.6,0,61,45.21,52,34.38,449.3,5673.75,5.8,211.88,6.56,208.8,6.68,236.44,6.67,24.14,15.85,88,49,1025.2,1020.2,100,4.2,100,9,100,0,100,0,11.09,2.97,15.04,0.51,13.32,1.14,11.16,2.52,TRUE
347,2011,5,13,0,0,15.61,70.96,1019.92,0,0,44.12,4,0,42.92,632.64,7112.88,6.18,206.26,8.89,247.9,11.53,114.22,9.31,20.44,9.64,94,54,1022.9,1016.1,100,0,34,0,0,0,100,0,15.48,0.36,17.31,0.8,30.15,2.41,22.32,1.44,TRUE
349,2011,5,15,0,0,10.56,76.04,1023.4,3.6,0,56.29,2.12,24.46,53.67,408.54,3911.55,12.13,287.77,15.49,290.83,21.5,325.28,17.77,12.44,7.5,93,60,1027.7,1020.7,100,0,17,0,100,0,100,0,17.73,7.17,24.86,4.55,35.19,12.39,32.4,10.8,TRUE
351,2011,5,17,0,0,15.25,69.42,1023.69,0,0,47.48,39.38,46.67,7.17,493.33,6588.67,5.21,252.36,4.85,265.16,8.55,293.77,6.11,19.8,9.8,87,55,1026.5,1021,100,0,100,0,100,0,100,0,9.73,1.14,9.96,1.48,16.06,2.6,10.08,0.72,FALSE
353,2011,5,19,0,0,18.54,66.38,1017.2,1.1,0,60.83,19.04,60.62,17.67,209.07,5690.66,7.63,216.14,9.45,225.5,16.25,265.56,9.88,22.99,13.27,85,48,1019.4,1016.4,100,0,100,0,100,0,100,0,14.92,1.8,23.68,1.8,31.39,2.55,21.96,3.24,TRUE
357,2011,5,23,0,0,17.69,71.5,1024.63,0,0,27.18,14.29,5.33,25.92,545.59,6736.41,5.6,249.53,6.28,255.13,7.31,222.29,6.96,22.8,13.01,96,48,1026.4,1022.3,100,0,47,0,49,0,100,0,9.73,1.94,10.5,1.14,21.22,1.14,11.88,3.24,FALSE
